fs,t,y
50.44753633851009,0.6567843999999998,0.810546875
,0.7080478000000001,0.8349609375
,0.708412,0.9326171875
,0.7180393999999999,1.1328125
,0.7363216000000001,1.3623046875
,0.7732177999999998,1.6357421875
,0.7778379000000002,1.8798828125
,0.8125477999999999,2.109375
,0.8183490999999998,2.314453125
,0.8371628000000002,2.4951171875
,0.8770996000000002,2.6611328125
,0.9071954999999998,2.7978515625
,0.9075837999999998,2.9052734375
,0.9168671000000002,2.9541015625
,0.9516287000000001,2.96875
,0.9569817,2.9345703125
,0.9913919999999998,2.8662109375
,0.9967104999999998,2.79296875
,1.0339386,2.705078125
,1.0395444,2.6171875
,1.0766209999999998,2.5244140625
,1.0775703,2.431640625
,1.1132374,2.333984375
,1.1167873,2.24609375
,1.1534825999999998,2.1484375
,1.1583226999999998,2.05078125
,1.2038479,1.9580078125
,1.2042587999999999,1.8701171875
,1.2181487999999998,1.7724609375
,1.2650936000000002,1.6845703125
,1.2654656000000002,1.591796875
,1.2873363000000002,1.484375
,1.2968172999999998,1.40625
,1.3443629000000001,1.3037109375
,1.3449510999999998,1.23046875
,1.3567382000000001,1.142578125
,1.4052790000000002,1.07421875
,1.4056798000000001,1.0107421875
,1.4259559999999998,0.947265625
,1.4392103,0.9033203125
,1.4603081000000002,0.83984375
,1.4773310999999998,0.78125
,1.4972275000000002,0.6689453125
,1.5336249999999998,0.6396484375
,1.560638,0.673828125
,1.5610129000000001,0.80078125
,1.5789353,1.0302734375
,1.6154213999999998,1.30859375
,1.6182973999999999,1.5966796875
,1.6535047999999999,1.85546875
,1.655535,2.0751953125
,1.6895256,2.255859375
,1.7102498000000002,2.431640625
,1.7172383999999998,2.578125
,1.7641969,2.7001953125
,1.7645771,2.7880859375
,1.7942300000000002,2.8173828125
,1.7992276,2.802734375
,1.8173542999999999,2.7490234375
,1.8531076,2.685546875
,1.8566004999999999,2.6025390625
,1.8926922,2.5146484375
,1.9132354999999999,2.4267578125
,1.9190424,2.333984375
,1.9656535000000002,2.2412109375
,1.9660227,2.1533203125
,1.9803193000000001,2.0751953125
,2.0270558000000003,1.97265625
,2.027627,1.8896484375
,2.0476851,1.8115234375
,2.0577389000000004,1.71875
,2.0953114,1.6357421875
,2.1005503,1.54296875
,2.1202579999999998,1.4501953125
,2.1568208,1.3525390625
,2.1613524,1.2646484375
