Time,PPG_Signal
0.4301737,1.26953125
0.4643912,1.298828125
0.4700902,1.2939453125
0.5051383,1.3330078125
0.5271675,1.3623046875
0.5317196,1.3916015625
0.5676832,1.4013671875
0.5717673,1.416015625
0.6191934,1.416015625
0.6195551,1.4111328125
0.6394321,1.4013671875
0.6497321,1.396484375
0.6837184,1.376953125
0.7134309,1.376953125
0.7137716,1.3720703125
0.7456666,1.3671875
0.7654257,1.357421875
0.7755359,1.34765625
0.8224602,1.337890625
0.8227304,1.328125
0.8311356,1.328125
0.8693757,1.318359375
0.8999022,1.30859375
0.9002437,1.298828125
0.9118563,1.2890625
0.948425,1.2744140625
0.9691977,1.26953125
0.9695436,1.2646484375
1.0096408,1.2841796875
1.0111873,1.318359375
1.0462858,1.3427734375
1.0524259,1.3671875
1.0866168,1.3818359375
1.1187692,1.4013671875
1.1190336,1.40625
1.1346459,1.4111328125
1.1515998,1.4013671875
1.1948426,1.4013671875
1.1951174,1.38671875
1.2129809,1.3818359375
1.2502262,1.3720703125
1.2505262,1.3623046875
1.286511,1.3525390625
1.3080971,1.3427734375
1.3158712,1.3330078125
1.3346704,1.3037109375
1.3559005,1.2841796875
1.3728933,1.259765625
1.3927231,1.2744140625
1.4296534,1.2744140625
1.4342645,1.279296875
1.4531756,1.26953125
1.4891614,1.26953125
1.5187579,1.259765625
1.5189557,1.2548828125
1.5307688,1.2548828125
1.563063,1.2744140625
1.582472,1.298828125
1.5935703,1.3330078125
1.6308005,1.34765625
1.6356869,1.3623046875
1.6553222,1.376953125
1.6904961,1.3720703125
1.6944852,1.3720703125
1.7363865,1.3623046875
1.7366628,1.3671875
1.751597,1.3623046875
1.7850726,1.3525390625
1.8073925,1.337890625
1.8150391,1.3330078125
1.8509726,1.3232421875
1.8552367,1.318359375
1.8714257,1.30859375
1.9230982,1.3037109375
1.9234977,1.298828125
1.9338241,1.2939453125
1.9715149,1.279296875
1.9718863,1.2744140625
2.0152981,1.26953125
2.0161793,1.2548828125
2.047094,1.2451171875
2.0524178,1.23046875
2.0915991,1.23046875
2.0920055,1.2255859375
2.1114836,1.2353515625
2.1456391,1.25
2.1649673,1.2744140625
2.1759095,1.2939453125
2.2098645,1.3134765625
2.2141182,1.3232421875
2.245688,1.337890625
2.2670964,1.337890625
2.2713679,1.34765625
2.3062748,1.3525390625
2.3371452,1.3427734375
2.3375057,1.328125
2.3548371,1.3134765625
2.3999815,1.30859375
2.4003342,1.2939453125
2.4225723,1.2841796875
2.4321272,1.26953125
2.4682066,1.2744140625
2.4925385,1.26953125
2.4927421,1.2646484375
2.537683,1.2548828125
2.537948,1.25
2.5578929,1.2353515625
2.5917004,1.23046875
2.5919011,1.2109375
2.6306871,1.220703125
2.6508397,1.2158203125
2.6525735,1.2060546875
2.685294,1.201171875
2.7065202,1.201171875
2.7150056,1.2158203125
2.7491413,1.2353515625
2.7691298,1.2646484375
2.7721793,1.2841796875
2.8062091,1.3037109375
2.8261528,1.318359375
2.8342322,1.3232421875
2.871105,1.318359375
2.8743327,1.3134765625
2.9111628,1.3037109375
2.9395754,1.2890625
2.9397744,1.279296875
2.9518024,1.2646484375
2.9856383,1.26953125
3.0049825,1.259765625
