fs,t,y
51.2386597543849,0.7849976000000001,1.3037109375
,0.7855197,1.3525390625
,0.7961673,1.455078125
,0.8320717000000002,1.611328125
,0.8522846999999998,1.767578125
,0.8576400999999998,1.9482421875
,0.8944914000000002,2.1044921875
,0.8986008000000001,2.236328125
,0.9315099999999998,2.3583984375
,0.9528740999999998,2.451171875
,0.9603560999999998,2.51953125
,0.9947358,2.55859375
,0.9989846999999998,2.578125
,1.0187807000000002,2.568359375
,1.0381935000000002,2.5537109375
,1.071072,2.5341796875
,1.0919879,2.509765625
,1.0988473,2.4853515625
,1.1346957999999998,2.4560546875
,1.1552701,2.4169921875
,1.1620526999999998,2.3779296875
,1.1965138,2.333984375
,1.1969849,2.275390625
,1.2334908000000002,2.2265625
,1.2385373999999998,2.16796875
,1.2596538000000002,2.119140625
,1.2932068,2.0703125
,1.3140847,2.01171875
,1.3197047999999998,1.9580078125
,1.3562373,1.904296875
,1.3565979000000001,1.845703125
,1.3929505,1.806640625
,1.4238941999999999,1.7578125
,1.4242701000000002,1.7138671875
,1.4392212999999998,1.669921875
,1.4742421,1.6259765625
,1.4959037,1.58203125
,1.5007179000000002,1.5478515625
,1.5337093999999998,1.50390625
,1.5550609999999998,1.4599609375
,1.5598948,1.42578125
,1.5974504999999999,1.38671875
,1.5978553999999998,1.34765625
,1.6319134000000002,1.30859375
,1.6527154999999998,1.2939453125
,1.6606486,1.318359375
,1.7055957,1.40625
,1.7060221000000002,1.5283203125
,1.7219446999999999,1.6796875
,1.7376718000000002,1.826171875
,1.7720747000000001,1.982421875
,1.8002574999999998,2.1142578125
,1.8008422,2.236328125
,1.835775,2.34375
,1.8410308,2.412109375
,1.8759918999999998,2.4609375
,1.8811353999999998,2.48046875
,1.9177776999999998,2.4755859375
,1.9379442999999998,2.4609375
,1.9383161000000002,2.44140625
,1.971374,2.421875
,1.9916076999999999,2.3974609375
,1.9984319,2.3681640625
,2.0491259,2.3388671875
,2.0499978,2.3046875
,2.0798832999999997,2.265625
,2.080342,2.2216796875
,2.0982654,2.177734375
,2.1409711,2.1240234375
,2.1413313,2.0751953125
,2.1627984,2.0263671875
,2.1969674,1.9677734375
,2.2011447000000004,1.9140625
,2.2358411,1.85546875
,2.2568216999999997,1.8017578125
