fs,t,y
52.58816972867361,0.13915409999999984,0.52734375
,0.17266210000000015,0.6396484375
,0.19432729999999987,0.83984375
,0.20053650000000012,1.1328125
,0.21874150000000014,1.4111328125
,0.2393825999999999,1.689453125
,0.2597952000000001,1.9140625
,0.30888250000000017,2.109375
,0.30933449999999985,2.2509765625
,0.3199456999999999,2.36328125
,0.33541450000000017,2.4267578125
,0.3751886,2.4658203125
,0.3756955999999998,2.4560546875
,0.4157476,2.3779296875
,0.4160731000000002,2.255859375
,0.4532447999999998,2.1142578125
,0.47365829999999987,1.982421875
,0.47985619999999995,1.8603515625
,0.5285779000000002,1.7529296875
,0.5289481,1.6552734375
,0.5361788000000001,1.58203125
,0.5591493999999999,1.4990234375
,0.5766450000000001,1.416015625
,0.6224620000000001,1.328125
,0.6227900000000002,1.23046875
,0.6410355000000001,1.1376953125
,0.6598128999999999,1.0400390625
,0.6745363000000002,0.947265625
,0.7155680000000002,0.87890625
,0.7158815000000001,0.8056640625
,0.7615675999999998,0.732421875
,0.7620493000000002,0.6689453125
,0.7790053000000001,0.6103515625
,0.8146648000000001,0.5712890625
,0.8200612,0.5419921875
,0.8717497999999999,0.5224609375
,0.8722523,0.478515625
,0.8770867,0.4052734375
,0.8969136,0.283203125
,0.9338551000000002,0.126953125
,0.9395867999999998,0.0048828125
,0.9589547,0.0048828125
,0.9759628,0.0048828125
,1.0264134999999999,0.0048828125
,1.0928982999999999,0.0048828125
,1.0931085999999999,0.0048828125
,1.0932914,0.2294921875
,1.1063627,0.576171875
,1.1067380999999998,0.9228515625
,1.1196924,1.2109375
,1.1410828999999998,1.4794921875
,1.1592118,1.6845703125
,1.1803965,1.8701171875
,1.2161711999999998,1.9970703125
,1.2225221,2.1044921875
,1.2389746000000001,2.1533203125
,1.2572842,2.177734375
,1.2777184,2.1240234375
,1.3244641000000001,2.021484375
,1.3247923,1.8896484375
,1.3521686000000002,1.77734375
,1.3612549,1.66015625
,1.3816092000000002,1.5625
,1.4016064,1.4697265625
,1.4178986,1.38671875
,1.4396189000000001,1.30859375
,1.4751376999999999,1.2353515625
,1.4795961000000002,1.1572265625
,1.5007697000000002,1.07421875
,1.5206445999999998,0.9912109375
,1.5576594,0.908203125
,1.5601056,0.8251953125
,1.5768716,0.7470703125
,1.6140379,0.6884765625
,1.6357916000000001,0.6298828125
,1.6389388,0.576171875
,1.6597257,0.52734375
,1.680514,0.4833984375
,1.7002462,0.4443359375
,1.7215079000000002,0.4052734375
,1.7409596,0.380859375
,1.7585357,0.3515625
,1.7854375,0.3662109375
,1.7992340000000002,0.3662109375
,1.8203732000000001,0.33203125
,1.8396407,0.302734375
,1.878899,0.2978515625
,1.8792119999999999,0.29296875
,1.916289,0.3564453125
,1.9211831,0.498046875
,1.9724037,0.751953125
,1.9727434000000001,1.0302734375
,1.9798711999999998,1.3525390625
,2.0008549999999996,1.630859375
,2.0199923,1.8505859375
,2.0412916,2.0361328125
,2.0604674999999997,2.177734375
,2.0988537000000003,2.2705078125
,2.1021463000000002,2.3291015625
,2.1378759,2.3486328125
,2.1384039,2.3193359375
,2.1596792000000002,2.2314453125
,2.205418,2.099609375
,2.2058861,1.9482421875
,2.2200536,1.8115234375
,2.2434383,1.6845703125
,2.2617994,1.58203125
,2.2826437000000004,1.4892578125
,2.3209802,1.4111328125
,2.3213517,1.328125
,2.3407578000000004,1.2548828125
,2.3599142000000004,1.1767578125
,2.3812869,1.103515625
,2.4018591999999996,1.025390625
,2.4211970000000003,0.947265625
,2.4591106,0.869140625
,2.4622775,0.80078125
,2.4782640999999996,0.7275390625
,2.5021589000000004,0.6689453125
,2.5199732,0.5712890625
,2.5404295,0.5322265625
,2.5601028,0.48828125
,2.5985360999999996,0.4443359375
,2.5991688,0.400390625
,2.636922,0.3759765625
,2.6421417,0.3515625
,2.6588946,0.3125
,2.7014927,0.3271484375
,2.7019666000000004,0.322265625
,2.7221968,0.283203125
,2.7405551,0.244140625
,2.7777418000000003,0.224609375
,2.7846202,0.2197265625
,2.8036841,0.2734375
,2.8182530000000003,0.419921875
,2.8717267,0.7177734375
,2.8722239,0.99609375
,2.8906843999999996,1.3134765625
,2.8995632000000002,1.572265625
,2.9359216000000004,1.8212890625
,2.9565322,2.01171875
,2.9620452999999998,2.119140625
,3.0122036999999997,2.16796875
,3.0126999000000003,2.1142578125
,3.0239032999999997,1.982421875
,3.0395652,1.7578125
,3.0756917,1.4306640625
,3.0829647,1.0888671875
,3.1007702999999998,0.712890625
,3.1363353,0.3271484375
,3.1367841,0.0048828125
,3.1744357,0.0048828125
,3.1949856,0.0048828125
,3.2007981,0.0048828125
,3.2206959,0.0048828125
,3.2405324999999996,0.0048828125
,3.2607003,0.0048828125
,3.2822978999999997,0.0048828125
,3.297804,0.0048828125
,3.3395922999999996,0.0048828125
,3.3400814,0.0048828125
,3.36099,0.0048828125
,3.3792811,0.0048828125
,3.4183265,0.0048828125
,3.4188345,0.0048828125
,3.4561982999999996,0.0048828125
,3.4617820999999998,0.0048828125
,3.5108734999999998,0.654296875
,3.5112680999999997,1.064453125
,3.5236036000000004,1.318359375
,3.5450647999999996,1.4599609375
,3.5636899,1.5185546875
,3.6010732,1.54296875
,3.6015571,1.5234375
,3.6225275999999997,1.4892578125
,3.6426374,1.4208984375
,3.6636448,1.3623046875
,3.6839638,1.337890625
,3.7043461000000004,1.40625
,3.7242542,1.54296875
,3.7585615,1.7578125
,3.7791743999999996,1.9775390625
,3.7818386000000004,2.2119140625
,3.8027108,2.3974609375
,3.8199031999999997,2.548828125
,3.8690219,2.646484375
,3.8695133999999998,2.7099609375
,3.8997031,2.744140625
,3.9039658,2.7880859375
,3.9237909,2.7734375
,3.9419233,2.705078125
,3.9908354,2.587890625
,3.9913187,2.4560546875
,4.0024761,2.2998046875
,4.0386521,2.158203125
,4.0430374,2.05078125
,4.0631731,1.9580078125
,4.1163045,1.8359375
,4.1186718,1.6845703125
,4.1235208,1.5234375
,4.1423722,1.3671875
,4.1764603,1.220703125
,4.1819006,1.103515625
,4.2043481,1.0205078125
,4.2416575,0.9814453125
,4.2449358,0.95703125
,4.265588,0.95703125
,4.2852236,0.947265625
,4.3041022,0.9375
,4.3211769,0.9130859375
,4.3646727,0.91796875
,4.365001,0.9130859375
,4.3832727,0.9814453125
,4.4257458,1.0302734375
,4.4261642,1.064453125
,4.4471852,1.0400390625
,4.4670219,1.015625
,4.4811232,0.99609375
,4.5184223,1.0107421875
,4.5234184,1.025390625
,4.5429805,1.0791015625
,4.5635251,1.1767578125
,4.6133755,1.3525390625
,4.6138025,1.611328125
,4.6258696,1.89453125
,4.646422,2.1875
,4.6615414,2.421875
,4.6988639,2.626953125
,4.7014277,2.783203125
,4.7243879,2.9052734375
,4.7446562,2.9833984375
,4.7645534,3.0322265625
,4.7999498,3.017578125
,4.819274,2.9345703125
,4.8195979,2.79296875
,4.8543814,2.6123046875
,4.8761149,2.40234375
,4.8838524,2.197265625
,4.9050906,2.03125
,4.9255739,1.89453125
,4.9447222,1.7822265625
,4.9652387,1.6796875
,5.0077581,1.572265625
,5.0082426,1.4794921875
,5.0269778,1.416015625
,5.0425503,1.3134765625
,5.0796568,1.279296875
,5.0853173,1.23046875
,5.1214575,1.1767578125
,5.1268556,1.1181640625
,5.1457209,1.064453125
,5.1668606,1.0009765625
,5.2013427,0.947265625
,5.2072103,0.87890625
,5.2243499,0.810546875
,5.243044,0.751953125
,5.2887021,0.6884765625
,5.2890681,0.6396484375
,5.3197012,0.60546875
,5.3268314,0.5712890625
,5.3657604,0.5224609375
,5.3661544,0.4736328125
,5.3812847,0.458984375
,5.4284435,0.419921875
,5.4289215,0.4248046875
,5.4448712,0.5517578125
,5.4638749,0.76171875
,5.4989502,1.0595703125
,5.5197437,1.3671875
,5.5263327,1.630859375
,5.5696555,1.875
,5.5701694,2.0556640625
,5.5842469,2.2021484375
,5.6186643,2.2705078125
,5.6231796,2.2802734375
,5.6636316,2.255859375
,5.663958,2.2021484375
,5.6993244,2.1044921875
