fs,t,y
51.36541095358689,0.8670100000000001,1.4892578125
,0.8967678000000001,1.54296875
,0.8970275000000001,1.6064453125
,0.9056353000000001,1.708984375
,0.9453567,1.787109375
,0.9456120000000001,1.875
,0.9663160999999998,1.9384765625
,1.0079297,2.0068359375
,1.0084008,2.0361328125
,1.0437218000000001,2.0703125
,1.0440036,2.080078125
,1.0781006,2.1044921875
,1.0991106,2.099609375
,1.1071699000000002,2.099609375
,1.1432332,2.0751953125
,1.1482206000000001,2.041015625
,1.1676015999999998,2.021484375
,1.2107339000000001,1.9873046875
,1.2111496000000002,1.9580078125
,1.2313663,1.9287109375
,1.2463376,1.923828125
,1.2875492999999998,1.904296875
,1.2879283,1.8798828125
,1.3360035,1.85546875
,1.3362585999999999,1.8212890625
,1.3463638000000002,1.7822265625
,1.369358,1.7578125
,1.4148678000000001,1.71875
,1.4152665999999998,1.6796875
,1.4317247000000002,1.66015625
,1.4483111000000002,1.62109375
,1.4661700999999998,1.6015625
,1.4997026999999998,1.58203125
,1.5200074,1.5771484375
,1.5283354,1.552734375
,1.5651685,1.5283203125
,1.5693218,1.4990234375
,1.5900792,1.474609375
,1.6053030000000001,1.4501953125
,1.6498518,1.455078125
,1.6500987999999999,1.4306640625
,1.6802768000000001,1.4208984375
,1.6875469,1.4111328125
,1.7275071,1.416015625
,1.7277497,1.4501953125
,1.7480763000000001,1.5380859375
,1.7839493000000002,1.6259765625
,1.8044901000000002,1.69921875
,1.8070103,1.7919921875
,1.8413317,1.865234375
,1.8691042000000002,1.923828125
,1.8695029,1.9580078125
,1.9052177000000001,1.9970703125
,1.9082900999999999,2.0068359375
,1.9450335,2.021484375
,1.9455912999999998,2.0166015625
,1.9804039000000002,2.0166015625
,2.0011354,1.9970703125
,2.0063537,1.9921875
,2.0426586999999996,1.9580078125
,2.0495241,1.93359375
,2.0856728999999996,1.904296875
,2.1161611000000002,1.8701171875
,2.1164104000000004,1.8359375
,2.1270990000000003,1.8017578125
,2.1644129000000003,1.7919921875
,2.1648050999999997,1.7041015625
,2.2012520999999996,1.689453125
,2.2220171000000004,1.66015625
,2.2275126,1.640625
,2.2644228,1.611328125
,2.2842135,1.5966796875
,2.2897885999999996,1.5673828125
,2.3359924000000003,1.5478515625
,2.3363196999999998,1.5234375
,2.3486746,1.513671875
,2.3855310000000003,1.494140625
,2.3884631,1.4892578125
,2.4241193,1.474609375
,2.4291131000000004,1.455078125
,2.4652411,1.435546875
,2.4700074,1.4111328125
,2.5073741,1.3916015625
,2.507765,1.376953125
,2.5508143,1.3818359375
,2.5512239,1.3916015625
,2.5717649,1.4306640625
,2.5895588,1.484375
,2.6258327,1.5576171875
,2.6284025,1.6357421875
,2.6501368999999997,1.7138671875
,2.668386,1.7724609375
,2.7039248000000002,1.8408203125
,2.7080402,1.8994140625
,2.7421625,1.923828125
,2.7626475,1.9482421875
,2.7701997,1.9580078125
,2.8191072000000004,1.9775390625
,2.8193472,1.962890625
,2.8308657999999998,1.9482421875
,2.8471649,1.9189453125
,2.8692843999999997,1.9140625
,2.9061576000000002,1.8896484375
,2.906569,1.8798828125
,2.9432763,1.85546875
,2.974406,1.8408203125
,2.9746778000000003,1.81640625
,2.9913948,1.7919921875
,3.0123377,1.7578125
,3.0317415,1.7041015625
,3.0506189,1.650390625
,3.0700545000000004,1.6015625
,3.1159401000000004,1.6162109375
,3.1163174,1.6162109375
,3.1310038000000002,1.611328125
,3.1775122,1.5966796875
,3.1777667999999997,1.5869140625
,3.1900981,1.5673828125
,3.2249,1.5478515625
,3.255623,1.5283203125
,3.2560141,1.513671875
,3.2710514999999996,1.5087890625
,3.3066801999999997,1.50390625
,3.3098906,1.494140625
,3.3508772000000002,1.4794921875
,3.3512788000000002,1.474609375
,3.3870487999999996,1.4697265625
,3.3929712,1.494140625
,3.4096802999999998,1.533203125
,3.4313537,1.62109375
,3.4489181,1.6943359375
,3.4843016999999996,1.77734375
,3.5064206999999996,1.826171875
,3.5109060000000003,1.875
,3.5474305,1.8994140625
,3.5520905000000003,1.9384765625
,3.5684559,1.9482421875
,3.5885434,1.97265625
,3.6315470000000003,1.9775390625
,3.6318979999999996,1.9677734375
,3.6625904,1.943359375
,3.6719358,1.9287109375
,3.6915099,1.8994140625
,3.7262287,1.8701171875
,3.7468926,1.8359375
,3.7473763,1.8017578125
,3.7825233999999996,1.787109375
,3.8034261000000003,1.767578125
,3.8098565000000004,1.767578125
,3.8447696999999996,1.73828125
,3.8656846,1.7138671875
,3.8727605,1.6845703125
,3.9094859,1.66015625
,3.913645,1.6259765625
,3.9318117,1.6064453125
,3.9487653,1.572265625
,3.9881462,1.5625
,4.0070043,1.5478515625
,4.0087345,1.5283203125
,4.050062,1.5087890625
,4.0503094,1.4892578125
,4.0706995,1.484375
,4.1138207,1.4599609375
,4.1142151,1.4453125
,4.1299713,1.42578125
,4.1659151,1.4208984375
,4.170496,1.40625
,4.2059282,1.396484375
,4.2113166,1.38671875
,4.2317957,1.40625
,4.2680117,1.4453125
,4.2734937,1.5185546875
,4.2896198,1.5869140625
,4.3271917,1.689453125
,4.3317231,1.7724609375
,4.3509393,1.8212890625
,4.3855877,1.875
,4.3908033,1.89453125
,4.4263375,1.9189453125
,4.431949,1.9189453125
,4.4679556,1.93359375
,4.4683622,1.9140625
,4.5030618,1.9091796875
,4.5236038,1.8896484375
,4.5310217,1.8701171875
,4.5765174,1.8408203125
,4.5767684,1.826171875
,4.5911091,1.7919921875
,4.6264932,1.7724609375
,4.6562887,1.7578125
,4.6566815,1.7236328125
,4.6705308,1.7138671875
,4.705533,1.689453125
,4.7087875,1.6796875
,4.745194,1.650390625
,4.7639378,1.630859375
,4.7715697,1.6015625
,4.8072329,1.58203125
,4.8119712,1.5625
,4.8449485,1.5625
,4.8661761,1.5478515625
,4.8719111,1.552734375
,4.9186433,1.533203125
,4.9190397,1.5234375
,4.9320507,1.4990234375
,4.9671372,1.494140625
,4.972249,1.4794921875
,5.0107427,1.4599609375
,5.0153015,1.4453125
,5.0298107,1.42578125
,5.0667427,1.42578125
,5.0865187,1.4404296875
,5.0916144,1.494140625
,5.129497,1.5625
,5.1339188,1.6357421875
,5.1820128,1.708984375
,5.1826572,1.77734375
,5.1906623,1.8310546875
,5.2252117,1.8798828125
,5.2309044,1.9091796875
,5.2498471,1.9287109375
,5.2844246,1.9482421875
,5.3054565,1.943359375
,5.3122125,1.9384765625
,5.3497593,1.9140625
,5.3540012,1.9091796875
,5.3710207,1.8798828125
,5.4082586,1.875
,5.4085072,1.85546875
,5.44525,1.845703125
,5.4651582,1.826171875
,5.4722576,1.81640625
,5.5092039,1.7822265625
,5.513756,1.7724609375
,5.5310619,1.73828125
,5.5708915,1.728515625
,5.5712625,1.6455078125
,5.5916256,1.66015625
,5.6297415,1.6552734375
,5.6301901,1.640625
,5.6656094,1.62109375
,5.6865233,1.6015625
,5.6939513,1.5869140625
,5.7418419,1.5673828125
,5.7421035,1.552734375
,5.761962,1.533203125
,5.771382,1.533203125
,5.8063359,1.5234375
,5.8115486,1.513671875
,5.845758,1.4990234375
,5.8658173,1.5087890625
,5.8732671,1.50390625
,5.9080398,1.513671875
,5.928903,1.5576171875
,5.9311926,1.611328125
,5.9745734,1.69921875
,5.9749674,1.77734375
,5.9938345,1.8603515625
,6.0296076,1.9140625
,6.0346153000000005,1.962890625
,6.082993800000001,1.9873046875
,6.083240699999999,2.01171875
,6.0923543,2.0166015625
,6.112514300000001,2.0361328125
,6.148505999999999,2.03125
,6.1534984,2.021484375
,6.1898097,1.9970703125
,6.191811899999999,1.9775390625
,6.238813800000001,1.9482421875
,6.2390551,1.9287109375
,6.268370300000001,1.9091796875
,6.270368400000001,1.8798828125
,6.306193199999999,1.875
,6.3265622,1.8505859375
,6.332632,1.8310546875
,6.377832,1.8017578125
,6.3781281,1.787109375
,6.393811299999999,1.7578125
,6.439933699999999,1.73828125
,6.4403278,1.708984375
,6.460278199999999,1.640625
,6.4719397999999995,1.6259765625
,6.518056700000001,1.630859375
,6.518418799999999,1.6162109375
