fs,t,y
51.66362725242239,0.7066604000000001,1.201171875
,0.7266454000000002,1.201171875
,0.7636451000000002,1.298828125
,0.7667796999999998,1.474609375
,0.8058030999999999,1.7333984375
,0.8064078000000001,1.9970703125
,0.8307828000000002,2.265625
,0.8456459999999999,2.4462890625
,0.8895426999999998,2.626953125
,0.8899697,2.734375
,0.9106608,2.7880859375
,0.9272649999999998,2.7734375
,0.9485242999999999,2.7099609375
,0.9856745999999998,2.6123046875
,0.9888072000000001,2.5048828125
,1.0091165000000002,2.392578125
,1.0252907000000002,2.28515625
,1.0605262,2.1923828125
,1.0821181000000002,2.119140625
,1.0873305000000002,2.0458984375
,1.1089563,1.9775390625
,1.1281441,1.9091796875
,1.1492543,1.8408203125
,1.1696448,1.767578125
,1.1859128,1.6943359375
,1.2061351,1.62109375
,1.2266827,1.54296875
,1.2665427,1.4697265625
,1.2669351999999998,1.40625
,1.3048437000000002,1.3330078125
,1.3071842,1.2548828125
,1.3590604000000002,1.181640625
,1.3595473,1.1279296875
,1.3649144999999998,1.11328125
,1.4018321,1.1962890625
,1.422027,1.3623046875
,1.4287333000000002,1.611328125
,1.4492219999999998,1.85546875
,1.4689911000000002,2.099609375
,1.5055006,2.294921875
,1.5085967,2.44140625
,1.5270769999999998,2.51953125
,1.5638410999999999,2.568359375
,1.5684719999999999,2.5244140625
,1.5871259000000002,2.4755859375
,1.6209996000000002,2.3876953125
,1.6413796999999999,2.2900390625
,1.6499621000000002,2.177734375
,1.6703286,2.0849609375
,1.6909660999999998,2.0068359375
,1.7104903999999999,1.943359375
,1.7615655000000001,1.8798828125
,1.7619372000000002,1.8115234375
,1.7665323000000002,1.7578125
,1.8070727999999998,1.6943359375
,1.8075416,1.630859375
,1.8440710999999999,1.5673828125
,1.8502174999999998,1.494140625
,1.8875891,1.42578125
,1.8905666,1.3623046875
,1.9073702,1.2939453125
,1.9281223,1.2353515625
,1.9478300000000002,1.1767578125
,1.9830606,1.123046875
,2.0040649000000004,1.07421875
,2.0097965,1.0546875
,2.0292043,1.123046875
,2.0639858,1.2646484375
,2.0842554,1.494140625
,2.084624,1.7333984375
,2.1340294,1.982421875
,2.1344019000000003,2.16796875
,2.1549952,2.314453125
,2.1695094,2.392578125
,2.2134460000000002,2.4267578125
,2.2140538999999997,2.3974609375
,2.2300503999999997,2.333984375
,2.2502752,2.24609375
,2.2715476,2.1337890625
,2.2924479,2.03125
,2.3092496999999996,1.9580078125
,2.3290594000000002,1.89453125
,2.3506030000000004,1.8408203125
,2.3975089,1.787109375
,2.3979568,1.7431640625
,2.4124451999999996,1.6943359375
,2.4309491000000003,1.640625
,2.4516937,1.5869140625
,2.4692786,1.533203125
,2.4898403,1.4794921875
,2.5090433,1.4208984375
,2.5316023000000003,1.3623046875
,2.5493895,1.298828125
,2.5979446,1.2353515625
,2.5983340000000004,1.181640625
,2.6104893000000002,1.1279296875
,2.6470675999999997,1.0888671875
,2.6474431999999997,1.083984375
,2.6911341999999996,1.162109375
,2.6917472,1.318359375
,2.7082110999999998,1.54296875
,2.7464408999999996,1.767578125
,2.7520239,1.9873046875
,2.770726,2.1435546875
,2.8150787,2.2705078125
,2.8155216000000003,2.333984375
,2.8282974000000003,2.3583984375
,2.8638766999999996,2.333984375
,2.8928279000000003,2.2705078125
,2.8934300000000004,2.1875
,2.9107253999999996,2.1044921875
,2.9306946,2.0166015625
,2.9521471999999997,1.943359375
,2.9723295,1.875
,2.9927957000000003,1.81640625
,3.0347007,1.73828125
,3.0355290999999998,1.689453125
