Time,PPG_Signal
0.2386204,1.1572265625
0.2389869,1.181640625
0.2569652,1.2158203125
0.2922292,1.26953125
0.292773,1.3232421875
0.3288128,1.376953125
0.3496229,1.416015625
0.3569056,1.4501953125
0.3783727,1.474609375
0.39773,1.4794921875
0.4343687,1.474609375
0.4388067,1.4599609375
0.4740446,1.4404296875
0.4745048,1.4111328125
0.5180725,1.38671875
0.5184712,1.3623046875
0.5384499,1.3427734375
0.5562805,1.318359375
0.5924032,1.3037109375
0.625898,1.279296875
0.6263837,1.259765625
0.634948,1.240234375
0.6729291,1.23046875
0.6732269,1.2158203125
0.7197732,1.2109375
0.7200993,1.2060546875
0.7413388,1.19140625
0.7590925,1.1865234375
0.7955848,1.1767578125
0.7991365,1.171875
0.8156908,1.162109375
0.8588407,1.1669921875
0.8591451,1.1572265625
0.8773226,1.1572265625
0.912244,1.15234375
0.9165262,1.1474609375
0.9685412,1.142578125
0.9688507,1.1474609375
0.9752249,1.1376953125
1.0145054,1.142578125
1.0178069,1.15234375
1.0613457,1.1669921875
1.0616684,1.2109375
1.0767891,1.259765625
1.1130797,1.318359375
1.1331572,1.3671875
1.1393653,1.4111328125
1.1564221,1.435546875
1.2024675,1.46484375
1.2028464,1.4453125
1.2175246,1.4599609375
1.2515678,1.4501953125
1.256399,1.4306640625
1.2946033,1.40625
1.3154723,1.3720703125
1.3189519,1.3427734375
1.3394486,1.3232421875
1.3599714,1.3037109375
1.3763355,1.279296875
1.4121504,1.2646484375
1.4166986,1.25
1.4516815,1.2353515625
1.4571912,1.220703125
1.50439,1.2060546875
1.5050949,1.19140625
1.5208317,1.181640625
1.5350525,1.171875
1.5751964,1.1669921875
1.5756551,1.1572265625
1.6220874,1.15234375
1.6223936,1.1474609375
1.6376883,1.142578125
1.6757647,1.1474609375
1.6941517,1.142578125
1.6985546,1.142578125
1.716969,1.142578125
1.7416268,1.15234375
1.7580612,1.15234375
1.805106,1.1572265625
1.8054205,1.1572265625
1.8178972,1.162109375
1.8695453,1.171875
1.8700145,1.2060546875
1.8750072,1.240234375
1.910616,1.298828125
1.9156412,1.3427734375
1.9500796,1.38671875
1.9712466,1.4111328125
1.9803947,1.4453125
1.9982429,1.455078125
2.0386706,1.455078125
2.04005,1.4453125
2.0596289,1.42578125
2.1004117,1.4013671875
2.1007679,1.3720703125
2.1217154,1.3525390625
2.1398126,1.328125
