Time,PPG_Signal
0.7137138,1.09375
0.7183149,1.11328125
0.7520974,1.1474609375
0.7732552,1.2060546875
0.7803533,1.259765625
0.8256248,1.318359375
0.825982,1.3525390625
0.8550611,1.396484375
0.8624415,1.4208984375
0.8804716,1.435546875
0.897758,1.4501953125
0.9489975,1.455078125
0.9493464,1.455078125
0.9698265,1.4453125
0.9822612,1.435546875
1.0178491,1.4111328125
1.0209779,1.3916015625
1.0549662,1.3671875
1.0603907,1.34765625
1.0959959,1.337890625
1.1002634,1.328125
1.1488298,1.3037109375
1.1492237,1.2890625
1.1607202,1.279296875
1.1959442,1.259765625
1.2249294,1.25
1.2252023,1.2353515625
1.2386743,1.2353515625
1.2585338,1.2158203125
1.2941181,1.2109375
1.3139907,1.1962890625
1.3208405,1.1865234375
1.3626656,1.171875
1.3629963,1.1669921875
1.3832811,1.15234375
1.402859,1.1572265625
1.4171304,1.11328125
1.4533888,1.1279296875
1.4732944,1.1181640625
1.4792939,1.1328125
1.5146722,1.1328125
1.5477659,1.1279296875
1.5481603,1.1279296875
1.5618541,1.1181640625
1.5965124,1.11328125
1.6267998,1.1083984375
1.627153,1.1279296875
1.6392971,1.162109375
1.6759035,1.2158203125
1.6967652,1.2744140625
1.700973,1.3330078125
1.7357879,1.3720703125
1.7570342,1.416015625
1.7574302,1.4453125
1.7913372,1.4697265625
1.811279,1.484375
1.8206613,1.484375
1.8624359,1.484375
1.8627663,1.4697265625
1.8924867,1.455078125
1.9028634,1.42578125
1.937663,1.4013671875
1.9378721,1.376953125
1.972295,1.3720703125
1.9938018,1.3623046875
2.0003322,1.357421875
2.0349278,1.3427734375
2.0551566,1.328125
2.0622113,1.3134765625
2.1072467,1.2939453125
2.1076376,1.2744140625
2.1201003,1.26953125
2.1684718,1.259765625
2.168809,1.2451171875
2.1829923,1.23046875
2.2008132,1.220703125
2.247931,1.2060546875
2.248261,1.1962890625
2.2687951,1.1865234375
2.2819785,1.1767578125
2.3157697,1.142578125
2.3198906,1.11328125
2.3555386,1.123046875
2.3749667,1.123046875
2.380377,1.1328125
2.4148587,1.1328125
2.4357384,1.1328125
2.4421793,1.1328125
2.481614,1.1181640625
2.5019743,1.1083984375
2.50239,1.1083984375
2.5439277,1.1328125
2.5444206,1.1669921875
2.5917575,1.220703125
2.5920314,1.279296875
2.6040445,1.3330078125
2.638067,1.376953125
2.6421631,1.416015625
2.684616,1.4404296875
2.6848743,1.46484375
2.7007352,1.474609375
2.720531,1.4794921875
2.7550772,1.474609375
2.775218,1.4697265625
2.7815457,1.455078125
2.8147915,1.4306640625
2.8356565,1.40625
2.8396259,1.3818359375
2.8805678,1.3671875
2.8808413,1.3525390625
2.9010525,1.3427734375
2.9355604,1.3232421875
2.9593997,1.30859375
2.9616188,1.2890625
2.9964895,1.2744140625
3.0212305,1.259765625
3.0215779,1.2548828125
3.0691794,1.2451171875
3.0699908,1.2353515625
3.081081,1.2255859375
3.1307562,1.2109375
3.1309655,1.201171875
3.1510502,1.1865234375
3.163505,1.181640625
3.2090194,1.171875
3.2092532,1.162109375
3.2221669,1.1474609375
3.2690333,1.1474609375
3.2695039,1.1328125
3.2832009,1.1328125
3.3179227,1.1181640625
3.3226532,1.11328125
3.3569002,1.103515625
3.378511,1.103515625
3.3787534,1.09375
3.4161214,1.1181640625
3.4201734,1.1474609375
3.452983,1.1962890625
3.4749412,1.25
3.4844471,1.3037109375
3.5190786,1.34765625
3.5230592,1.3818359375
3.5551187,1.416015625
3.5760112,1.435546875
3.5812951,1.46484375
3.6159416,1.474609375
3.6359054,1.4697265625
3.6419715,1.4599609375
3.6764598,1.4453125
3.6965254,1.4208984375
3.7025813,1.396484375
3.7343634,1.3818359375
3.7550122,1.357421875
3.7610484,1.3525390625
3.7959695,1.337890625
3.8158734,1.3330078125
3.8218746,1.318359375
3.8644771,1.3037109375
3.8647151,1.2841796875
3.8994694,1.2744140625
3.9174895,1.2548828125
3.922313,1.2548828125
3.9572493,1.240234375
3.961271,1.2353515625
3.9938788,1.220703125
4.0133275,1.2060546875
4.0247478,1.19140625
4.0659077,1.1865234375
4.0663268,1.181640625
4.1111903,1.1669921875
4.1116838,1.162109375
4.1215709,1.1474609375
4.1574915,1.1474609375
4.1774848,1.1376953125
4.1823778,1.1328125
4.2164245,1.123046875
4.2501597,1.1181640625
4.2503559,1.103515625
4.2653709,1.0986328125
4.2800947,1.103515625
4.314348,1.1376953125
4.344742,1.181640625
4.3450668,1.240234375
4.3905945,1.30859375
4.3908653,1.3525390625
4.4061042,1.396484375
4.4258227,1.4208984375
4.4611301,1.4453125
4.4614966,1.46484375
4.4948345,1.4794921875
4.5164635,1.484375
4.5248109,1.484375
4.5593458,1.4697265625
4.5634036,1.46484375
4.5989904,1.4453125
4.6183989,1.42578125
4.6208457,1.40625
4.656006,1.4013671875
4.6860578,1.38671875
4.6864048,1.3818359375
4.7200211,1.3671875
4.7222512,1.3427734375
4.7546399,1.328125
4.7767782,1.30859375
4.7857769,1.2939453125
4.8067513,1.279296875
4.8256499,1.25
4.8424086,1.2158203125
4.8865991,1.220703125
4.8869235,1.2158203125
4.9083528,1.2109375
4.925855,1.201171875
4.9462932,1.1962890625
4.9815441,1.181640625
4.9857077,1.171875
5.0195712,1.162109375
5.0451838,1.1474609375
5.0455455,1.1474609375
5.0790089,1.142578125
5.0830487,1.142578125
5.1168008,1.1328125
5.1379624,1.123046875
5.1446221,1.11328125
5.1796352,1.11328125
5.1994683,1.123046875
5.2013451,1.171875
5.2462018,1.220703125
5.2465364,1.2890625
5.2663016,1.337890625
5.3006121,1.38671875
5.3270861,1.416015625
5.327439,1.455078125
5.3695825,1.4794921875
5.3699166,1.484375
5.3855994,1.494140625
5.4203019,1.494140625
5.4246249,1.484375
5.4593624,1.46484375
5.4813216,1.4453125
5.4855092,1.4208984375
5.5255417,1.4013671875
5.5258719,1.3818359375
5.5458063,1.3671875
5.5805445,1.3525390625
5.5824487,1.34765625
5.6161137,1.337890625
5.635996,1.3232421875
5.6452205,1.30859375
5.6796863,1.2890625
5.7005373,1.26953125
5.706571,1.25
5.7398407,1.240234375
5.7607984,1.220703125
5.7650824,1.2158203125
5.8051427,1.201171875
5.8053951,1.19140625
5.843387,1.181640625
5.8454238,1.1767578125
5.8799859,1.162109375
5.9066387,1.15234375
5.9071135,1.1376953125
5.9223218,1.142578125
5.9550485,1.1279296875
5.97489,1.1279296875
5.9871869,1.123046875
6.0312154,1.11328125
6.0315605,1.1083984375
6.0473385,1.11328125
6.0826338,1.1376953125
6.1039954,1.1767578125
6.1041993,1.240234375
6.1417743,1.298828125
6.1719629,1.3427734375
6.1723103,1.376953125
6.1869152,1.40625
6.2347316,1.4208984375
6.2349312,1.4306640625
6.2549696,1.435546875
6.263515,1.4404296875
6.2982416,1.435546875
6.3185339,1.416015625
6.3251106,1.4013671875
6.3732974,1.376953125
6.3736209,1.3671875
6.38831,1.3427734375
6.4232558,1.3330078125
6.423608,1.3134765625
6.4582324,1.3134765625
6.4801532,1.2939453125
6.4856209,1.2890625
6.5320594,1.26953125
6.532386,1.259765625
6.5473883,1.25
6.5663459,1.2353515625
6.6096377,1.2158203125
6.6100024,1.2158203125
6.6302207,1.2109375
6.6452043,1.1962890625
6.681693,1.1962890625
6.6861952,1.19140625
6.7191472,1.181640625
6.7385589,1.171875
6.748475,1.162109375
6.7958107,1.15234375
6.796011,1.1474609375
6.804867,1.1328125
6.8416513,1.1279296875
6.8720797,1.123046875
6.8724102,1.123046875
6.8867935,1.1181640625
6.934781,1.123046875
6.9350398,1.15234375
6.9483497,1.19140625
6.9825619,1.2451171875
7.0113988,1.298828125
7.0119031,1.3671875
7.0442692,1.4111328125
7.0444943,1.4453125
7.0904997,1.4599609375
7.0907545,1.474609375
7.1107716,1.4794921875
7.1442099,1.4892578125
7.1448574,1.4794921875
7.1797943,1.4794921875
7.1861717,1.4599609375
7.2212093,1.4404296875
7.242657,1.4111328125
7.2471561,1.396484375
7.2946882,1.376953125
7.294895,1.3525390625
7.3078317,1.337890625
7.325354,1.318359375
7.3671911,1.30859375
7.3852259,1.298828125
7.3855585,1.2890625
7.4200981,1.2744140625
7.4462622,1.259765625
7.4466418,1.240234375
7.4804207,1.2255859375
7.5096664,1.2109375
7.5099783,1.1962890625
7.5265315,1.1767578125
7.570388,1.171875
7.5708061,1.1669921875
7.605008,1.1474609375
7.6052171,1.1376953125
7.6423961,1.1328125
7.6616911,1.1279296875
7.6678221,1.123046875
7.702459,1.1181640625
7.7246253,1.103515625
7.7248241,1.103515625
7.769561,1.0986328125
7.7698946,1.103515625
7.7915296,1.103515625
7.8075428,1.1376953125
7.8460198,1.1865234375
7.8797676,1.25
7.880113,1.298828125
7.8870437,1.3623046875
7.9255654,1.4111328125
7.9257834,1.4404296875
7.9701467,1.46484375
7.9704115,1.474609375
7.9916313,1.484375
8.009105,1.4794921875
8.0501022,1.4794921875
8.0503643,1.46484375
8.0657651,1.4501953125
8.1130179,1.42578125
8.113277,1.4013671875
8.132723,1.376953125
8.1482701,1.3671875
8.1848695,1.34765625
8.189135,1.328125
8.2226851,1.3134765625
8.2524982,1.2939453125
8.252704,1.259765625
8.2674127,1.2255859375
8.313835,1.2353515625
8.3141821,1.2255859375
8.3300562,1.220703125
8.3746933,1.2109375
8.3750751,1.2109375
8.3885709,1.1962890625
8.4221949,1.19140625
8.4447422,1.1767578125
8.4452533,1.1767578125
8.4792537,1.1669921875
8.5111783,1.1572265625
8.5115327,1.142578125
8.5455651,1.1376953125
8.5504511,1.1279296875
8.5707477,1.1181640625
8.5909224,1.1083984375
8.6061139,1.0986328125
8.6420114,1.0986328125
8.6483444,1.0986328125
8.6834922,1.11328125
8.7121082,1.1474609375
8.7123123,1.201171875
8.7454646,1.25
8.7496527,1.30859375
8.7666952,1.3525390625
8.8009771,1.4013671875
8.822258,1.4306640625
8.8262257,1.455078125
8.865553,1.474609375
8.8945274,1.474609375
8.894818,1.4794921875
8.9112439,1.46484375
8.9585036,1.4501953125
8.9587559,1.42578125
8.9669743,1.4111328125
9.0039236,1.3916015625
9.0240422,1.3720703125
9.0291211,1.3525390625
9.0492735,1.3427734375
9.0987923,1.318359375
9.0991913,1.3037109375
9.1287533,1.2841796875
9.130849,1.2744140625
9.1458035,1.2548828125
9.1912523,1.25
9.1916505,1.2451171875
9.2125331,1.23046875
9.2293929,1.2158203125
9.2688801,1.201171875
9.2692281,1.1865234375
9.3028562,1.171875
9.3253857,1.1669921875
9.3257197,1.15234375
9.3768891,1.1474609375
9.3772229,1.142578125
9.4054539,1.1376953125
9.4093062,1.1279296875
9.4419253,1.123046875
9.4614455,1.1083984375
9.4701959,1.103515625
9.5041786,1.0986328125
9.5287874,1.0888671875
9.5289907,1.0986328125
9.5631594,1.1181640625
9.5895934,1.171875
9.5899612,1.2255859375
9.6230956,1.2841796875
9.6528427,1.3330078125
9.6532886,1.376953125
9.6685712,1.40625
9.7028471,1.4404296875
9.7081928,1.4599609375
9.7424423,1.4794921875
9.7615453,1.4794921875
9.7706425,1.474609375
9.8064146,1.455078125
9.8111312,1.4453125
9.8472041,1.4208984375
9.8474609,1.396484375
9.8816702,1.38671875
9.9015604,1.3671875
9.9078388,1.357421875
9.9417587,1.337890625
9.9633561,1.328125
9.9709363,1.30859375
10.0072423,1.2939453125
10.0407535,1.2744140625
10.0410133,1.259765625
10.04775,1.2451171875
10.0823277,1.240234375
10.1040821,1.2255859375
10.11234,1.2158203125
10.1317213,1.2060546875
10.1661173,1.19140625
10.1702065,1.181640625
10.2059986,1.1669921875
10.2272248,1.1572265625
10.2275669,1.1474609375
10.2644985,1.142578125
10.288866,1.1328125
10.2891441,1.1279296875
10.3369889,1.11328125
10.3373239,1.1083984375
10.3663079,1.09375
10.3725007,1.0888671875
10.3886484,1.083984375
10.4298073,1.1181640625
10.4300223,1.162109375
10.4645724,1.23046875
10.4686032,1.2939453125
10.5031982,1.3427734375
10.5250678,1.38671875
10.5317398,1.416015625
10.5665739,1.4404296875
10.5875612,1.455078125
10.5877705,1.4794921875
10.6221794,1.484375
10.6441559,1.484375
10.6502891,1.4697265625
10.6947212,1.455078125
10.6949595,1.4306640625
10.7115875,1.416015625
10.7294791,1.396484375
10.7716777,1.38671875
10.7720005,1.3818359375
10.8170117,1.328125
10.8173695,1.328125
10.8300827,1.318359375
10.8632495,1.3134765625
10.8844947,1.298828125
10.8920728,1.2939453125
10.9315567,1.2744140625
10.9318039,1.2646484375
10.9542674,1.2451171875
10.9711039,1.240234375
11.0129676,1.2255859375
11.0131654,1.2158203125
11.0312151,1.201171875
11.0661006,1.19140625
11.0876156,1.171875
11.0940229,1.1669921875
11.1282979,1.162109375
11.1286437,1.1474609375
11.1623782,1.142578125
11.1987647,1.1376953125
11.1990866,1.1328125
11.2113681,1.123046875
11.2484994,1.123046875
11.2530105,1.11328125
11.2876141,1.1279296875
11.2879537,1.1474609375
11.308031,1.2060546875
11.3403234,1.259765625
11.3603481,1.318359375
11.3706791,1.3671875
11.402854,1.4013671875
11.4253072,1.4306640625
11.4331344,1.4453125
11.4520965,1.4599609375
11.4875718,1.46484375
11.492496,1.4794921875
11.5107562,1.4794921875
11.5514481,1.46484375
11.551782,1.4453125
11.5720688,1.4208984375
11.6041943,1.396484375
11.6246367,1.376953125
11.6326549,1.3525390625
11.6659744,1.318359375
11.6699649,1.279296875
11.702085,1.2841796875
11.7234996,1.2744140625
11.7319747,1.2744140625
11.7757157,1.26953125
11.7760735,1.2548828125
11.7927065,1.240234375
11.8263888,1.2255859375
11.8531054,1.2158203125
11.8535405,1.201171875
11.8718657,1.1962890625
11.9138658,1.1865234375
11.9140651,1.1767578125
11.9465969,1.162109375
11.9667793,1.1572265625
11.9728072,1.142578125
12.0066708,1.142578125
12.0398892,1.1279296875
12.0400877,1.1279296875
12.0506618,1.1279296875
12.0839909,1.1181640625
12.1049387,1.1181640625
12.1173853,1.1181640625
12.1342422,1.1376953125
12.1706024,1.1669921875
12.1724849,1.2158203125
12.1923939,1.259765625
12.2281567,1.318359375
12.235965,1.357421875
12.2525492,1.396484375
12.2875147,1.416015625
12.2916344,1.435546875
12.3267849,1.4404296875
12.3608778,1.4404296875
12.3613986,1.4306640625
12.3707927,1.42578125
12.4054025,1.4111328125
12.4266961,1.38671875
12.4334982,1.3671875
12.4707639,1.34765625
12.4709605,1.328125
12.5171399,1.3134765625
12.5174911,1.298828125
12.5467884,1.2841796875
12.5538604,1.26953125
12.5706313,1.25
12.6070035,1.240234375
12.6291137,1.23046875
12.6334338,1.2158203125
12.6676704,1.201171875
12.6724446,1.1865234375
12.7069397,1.1767578125
12.7340534,1.1669921875
12.7342618,1.162109375
12.7698369,1.1572265625
12.770218,1.1669921875
12.8112683,1.1669921875
12.8324544,1.171875
12.8327661,1.1669921875
12.8675342,1.162109375
12.8898975,1.15234375
12.8968465,1.1474609375
12.9193157,1.1376953125
12.9325779,1.1376953125
12.9774612,1.1279296875
12.9776605,1.1376953125
12.9940197,1.15234375
13.0396087,1.2060546875
13.0398569,1.2646484375
13.0543434,1.318359375
13.087605,1.3671875
13.1092221,1.40625
13.11187,1.4453125
13.150154,1.46484375
13.1547283,1.484375
13.1954382,1.4892578125
13.1957578,1.494140625
13.2318001,1.4892578125
13.2371813,1.474609375
13.2524437,1.4599609375
13.3026919,1.4501953125
13.3029241,1.4306640625
13.3114901,1.416015625
13.3608124,1.40625
13.3612111,1.38671875
13.3906432,1.3671875
13.3947912,1.34765625
13.4275566,1.328125
13.4476634,1.3037109375
13.4576293,1.2890625
13.4726178,1.2646484375
13.5071251,1.259765625
13.5275638,1.240234375
13.5341582,1.2353515625
13.570268,1.2158203125
13.5733452,1.2060546875
13.6107081,1.19140625
13.6151914,1.181640625
13.6483566,1.162109375
13.6524484,1.162109375
13.6856475,1.15234375
13.7049837,1.142578125
13.7141305,1.1376953125
13.7484388,1.1328125
13.7772681,1.123046875
13.7774758,1.11328125
13.8124756,1.11328125
13.8126959,1.1083984375
13.8560796,1.1328125
13.8563095,1.162109375
13.8864392,1.2158203125
13.8929277,1.26953125
13.9273107,1.328125
13.9484607,1.3671875
13.9565012,1.4013671875
13.991211,1.4306640625
13.9914372,1.4501953125
14.0265426,1.4697265625
14.0559874,1.4794921875
14.0562635,1.484375
14.0892411,1.474609375
14.1117777,1.4599609375
14.1165608,1.435546875
14.1355401,1.416015625
14.1566062,1.3916015625
14.1767424,1.3525390625
14.1953305,1.3232421875
14.2139098,1.328125
14.2482173,1.318359375
14.2702545,1.30859375
